order_id,item_id,quantity,special_request,subtotal,payment_method,order_placed,order_status
4280,10,4,No powdered sugar,5.13,Cash,2023-04-07 22:20:16,Completed
4281,18,2,Spicy,28.34,Interac Transfer,2023-10-22 18:20:13,Completed
4282,6,5,Spicy,17.79,Interac Transfer,2023-07-13 18:00:46,Completed
4283,19,5,None,22.52,Cash,2023-04-14 00:21:57,Completed
4284,4,2,No powdered sugar,26.39,Cash,2023-12-04 05:32:06,Cancelled
4285,13,1,Extra syrup,16.68,Credit Card,2023-10-16 23:46:42,Cancelled
4286,14,4,No powdered sugar,25.87,Credit Card,2023-10-12 03:58:20,In Progress
4287,3,5,No powdered sugar,9.44,Cash,2023-05-31 06:43:05,Cancelled
4288,10,4,No powdered sugar,8.98,Credit Card,2023-02-15 03:43:59,In Progress
4289,6,2,Spicy,21.44,Credit Card,2023-10-21 19:08:44,In Progress
4290,1,4,Extra gravy,26.75,Cash,2023-01-31 01:13:29,Completed
4291,14,2,Extra gravy,27.31,Cash,2023-07-13 20:15:39,Completed
4292,8,1,None,21.09,Cash,2023-05-11 00:54:18,Cancelled
4293,19,2,No powdered sugar,18.14,Interac Transfer,2023-02-07 09:51:18,Cancelled
4294,14,2,Extra gravy,13.28,Cash,2023-04-25 04:31:54,Cancelled
4295,10,5,None,29.5,Cash,2023-11-30 06:15:12,Cancelled
4296,17,4,Spicy,12.99,Cash,2023-08-22 21:49:09,Completed
4297,9,5,No powdered sugar,23.6,Credit Card,2023-09-12 21:25:36,Completed
4298,6,3,Extra syrup,18.3,Cash,2023-04-15 03:55:53,Cancelled
4299,11,2,Spicy,20.21,Credit Card,2023-06-19 03:36:45,In Progress
4300,7,3,None,14.84,Interac Transfer,2023-12-16 18:02:50,Completed
4301,17,5,Spicy,29.12,Cash,2023-08-22 17:55:11,Completed
4302,1,4,Extra syrup,19.29,Cash,2023-05-03 17:32:33,Completed
4303,22,5,Spicy,28.44,Credit Card,2023-05-05 14:45:13,Completed
4304,5,4,None,5.19,Interac Transfer,2023-09-18 05:35:45,Cancelled
4305,9,4,Extra syrup,19.32,Cash,2023-03-13 07:03:06,Cancelled
4306,18,1,Extra syrup,22.93,Interac Transfer,2023-09-28 07:09:28,In Progress
4307,21,2,Spicy,23.63,Interac Transfer,2023-10-30 21:48:55,Completed
4308,2,5,Extra syrup,27.62,Cash,2023-02-01 16:39:10,Cancelled
4309,11,4,Spicy,5.11,Interac Transfer,2023-10-09 09:57:42,Cancelled
4310,6,5,No powdered sugar,5.01,Interac Transfer,2023-11-15 09:54:26,Completed
4311,8,5,Extra syrup,16.81,Cash,2023-09-27 00:53:41,Cancelled
4312,4,4,Spicy,5.73,Credit Card,2023-06-15 05:54:59,Cancelled
4313,18,3,No powdered sugar,29.36,Cash,2023-10-30 01:37:54,Cancelled
4314,11,2,Extra syrup,10.55,Interac Transfer,2023-09-02 05:56:30,In Progress
4315,5,2,No powdered sugar,16.82,Cash,2023-04-02 04:36:26,Cancelled
4316,15,1,Extra syrup,6.53,Credit Card,2023-12-25 04:32:33,Completed
4317,18,1,None,18.05,Interac Transfer,2023-01-28 14:41:13,Completed
4318,2,1,None,14.5,Interac Transfer,2023-10-24 01:14:58,Completed
4319,22,2,Spicy,6.12,Credit Card,2023-11-20 20:56:45,Cancelled
4320,11,3,Extra gravy,13.38,Credit Card,2023-11-22 18:44:11,In Progress
4321,13,2,None,14.79,Interac Transfer,2023-09-23 05:13:53,Cancelled
4322,4,2,Extra gravy,29.75,Credit Card,2023-10-03 18:42:06,Completed
4323,22,2,No powdered sugar,10.2,Cash,2023-03-28 16:56:55,In Progress
4324,7,2,No powdered sugar,18.62,Credit Card,2023-05-11 16:15:21,In Progress
4325,11,3,Extra gravy,29.68,Cash,2023-05-04 08:37:10,Cancelled
4326,22,1,Spicy,24.8,Interac Transfer,2023-09-08 18:04:00,Completed
4327,4,5,Extra syrup,29.83,Interac Transfer,2023-07-30 17:47:04,Cancelled
4328,15,1,Extra gravy,29.21,Interac Transfer,2023-07-10 18:28:47,Completed
4329,1,1,Extra gravy,17.24,Interac Transfer,2023-11-11 14:44:27,In Progress
4330,3,5,Extra gravy,22.41,Interac Transfer,2023-01-21 13:41:43,Cancelled
4331,14,2,Extra gravy,7.76,Credit Card,2023-02-25 04:19:51,In Progress
4332,6,3,Extra gravy,16.03,Credit Card,2023-09-23 08:17:01,Completed
4333,18,3,Spicy,25.23,Interac Transfer,2023-08-23 08:59:02,In Progress
4334,1,1,None,17.63,Credit Card,2023-02-07 14:13:53,In Progress
4335,6,5,Extra syrup,22.57,Credit Card,2023-02-23 07:36:09,In Progress
4336,6,4,None,23.64,Interac Transfer,2023-03-06 07:07:22,Cancelled
4337,21,2,Extra gravy,11.34,Credit Card,2023-10-18 06:56:48,Completed
4338,16,1,None,26.89,Interac Transfer,2023-12-24 12:20:05,In Progress
4339,5,3,Spicy,16.5,Interac Transfer,2023-09-02 22:06:53,In Progress
4340,17,5,No powdered sugar,10.25,Interac Transfer,2023-03-11 16:13:51,In Progress
4341,10,5,None,26.64,Interac Transfer,2023-09-14 15:44:14,In Progress
4342,21,1,Extra syrup,15.45,Credit Card,2023-09-22 17:31:08,Completed
4343,18,4,Spicy,23.76,Credit Card,2023-08-19 11:01:31,Completed
4344,7,3,No powdered sugar,18.7,Cash,2023-06-11 15:17:44,Cancelled
4345,3,1,Spicy,14.55,Cash,2023-03-01 15:22:37,Completed
4346,13,4,Extra gravy,25.25,Interac Transfer,2023-11-30 19:55:44,Completed
4347,15,5,No powdered sugar,19.61,Cash,2023-08-31 13:02:54,In Progress
4348,20,2,Extra syrup,14.76,Credit Card,2023-02-15 16:18:27,Cancelled
4349,19,3,No powdered sugar,7.74,Credit Card,2023-01-28 05:38:21,Cancelled
4350,3,3,Extra syrup,27.39,Cash,2023-04-21 22:08:33,In Progress
4351,4,4,Extra gravy,5.89,Cash,2023-01-28 12:25:25,Cancelled
4352,5,1,Extra syrup,26.58,Credit Card,2023-08-06 20:45:07,Completed
4353,1,5,Spicy,14.0,Cash,2023-09-03 18:15:11,Cancelled
4354,4,4,None,20.98,Credit Card,2023-10-23 01:45:24,In Progress
4355,12,2,Spicy,28.05,Credit Card,2023-05-07 08:05:52,Cancelled
4356,10,2,Spicy,8.79,Cash,2023-11-21 02:41:19,Cancelled
4357,21,2,No powdered sugar,19.17,Cash,2023-06-12 08:03:05,Cancelled
4358,20,4,Extra gravy,24.11,Interac Transfer,2023-02-04 06:30:47,In Progress
4359,13,5,None,23.94,Interac Transfer,2023-04-20 09:51:55,Completed
4360,14,3,Extra syrup,18.14,Interac Transfer,2023-10-17 13:12:37,Cancelled
4361,5,1,No powdered sugar,20.62,Interac Transfer,2023-06-20 20:14:48,Completed
4362,4,3,Extra gravy,23.94,Interac Transfer,2023-08-06 09:26:46,Completed
4363,14,5,None,26.03,Credit Card,2023-08-11 15:37:14,Completed
4364,10,3,Spicy,24.05,Cash,2023-04-04 22:15:46,Cancelled
4365,17,4,Extra gravy,13.85,Credit Card,2023-02-02 15:35:35,Completed
4366,10,2,Extra gravy,29.92,Interac Transfer,2023-09-01 15:20:01,Cancelled
4367,7,5,Extra gravy,15.86,Interac Transfer,2023-03-05 05:05:07,Cancelled
4368,16,5,Spicy,5.61,Cash,2023-12-08 19:35:56,Cancelled
4369,1,3,Extra syrup,14.07,Credit Card,2023-06-03 19:52:33,Completed
4370,17,4,No powdered sugar,8.19,Interac Transfer,2023-10-19 08:31:58,Cancelled
4371,21,3,Extra syrup,8.04,Interac Transfer,2023-10-13 23:54:39,In Progress
4372,9,3,None,12.04,Interac Transfer,2023-02-07 02:37:37,In Progress
4373,6,5,No powdered sugar,6.33,Interac Transfer,2023-08-31 10:15:11,In Progress
4374,19,3,None,22.21,Credit Card,2023-09-29 19:57:25,Cancelled
4375,13,2,Spicy,6.85,Credit Card,2023-07-03 07:18:46,In Progress
4376,3,3,Extra syrup,10.08,Interac Transfer,2023-12-29 23:58:40,Cancelled
4377,7,2,Extra gravy,7.32,Credit Card,2023-12-20 15:21:16,Cancelled
4378,22,5,No powdered sugar,6.58,Interac Transfer,2023-09-02 13:43:47,Cancelled
4379,9,4,Extra gravy,11.69,Cash,2023-04-26 22:15:42,Completed
4380,22,2,None,19.3,Cash,2023-10-22 12:12:51,In Progress
4381,5,4,Extra gravy,29.12,Cash,2023-09-26 23:42:11,Cancelled
4382,10,4,Extra gravy,26.89,Credit Card,2023-01-14 11:30:09,In Progress
4383,17,2,Spicy,26.9,Interac Transfer,2023-03-13 15:41:14,In Progress
4384,12,5,Spicy,9.4,Cash,2023-10-25 17:16:58,Completed
4385,16,1,Extra syrup,11.62,Cash,2023-10-21 07:57:01,In Progress
4386,3,4,None,6.91,Credit Card,2023-12-25 04:12:54,Cancelled
4387,22,4,Spicy,24.46,Credit Card,2023-01-16 00:54:03,Cancelled
4388,9,5,Spicy,6.75,Cash,2023-06-19 07:27:02,In Progress
4389,15,5,Extra syrup,18.92,Interac Transfer,2023-09-04 02:03:15,In Progress
4390,5,3,No powdered sugar,11.2,Interac Transfer,2023-05-04 10:46:01,Completed
4391,13,5,Extra syrup,11.09,Interac Transfer,2023-12-07 19:06:48,Cancelled
4392,14,4,Extra gravy,29.77,Cash,2023-03-26 13:48:43,In Progress
4393,20,2,Extra gravy,23.92,Credit Card,2023-01-26 14:36:51,In Progress
4394,15,1,Spicy,25.92,Interac Transfer,2023-01-02 12:31:01,Cancelled
4395,16,3,Spicy,19.3,Cash,2023-08-02 06:48:53,In Progress
4396,13,2,Extra syrup,26.78,Cash,2023-06-09 12:26:07,Completed
4397,17,1,Extra syrup,21.14,Credit Card,2023-05-27 09:07:26,In Progress
4398,8,1,None,28.65,Interac Transfer,2023-09-09 12:43:17,In Progress
4399,21,1,Extra gravy,12.03,Cash,2023-03-28 05:42:43,Completed
4400,2,2,Extra syrup,19.88,Interac Transfer,2023-04-02 00:26:13,Completed
4401,5,3,No powdered sugar,22.25,Interac Transfer,2023-11-27 18:29:09,Completed
4402,6,3,None,14.82,Interac Transfer,2023-10-03 22:01:56,Cancelled
4403,12,1,Extra syrup,26.99,Cash,2023-11-08 16:09:38,In Progress
4404,18,2,Spicy,29.5,Interac Transfer,2023-06-03 13:22:01,In Progress
4405,22,1,Extra syrup,17.34,Credit Card,2023-11-28 20:59:43,Completed
4406,22,5,Spicy,14.77,Cash,2023-04-16 17:55:19,Cancelled
4407,1,3,Spicy,16.8,Cash,2023-02-07 17:14:09,Completed
4408,17,4,Extra gravy,26.32,Interac Transfer,2023-06-02 14:09:57,In Progress
4409,11,1,Extra gravy,21.14,Interac Transfer,2023-10-16 00:01:54,Cancelled
4410,10,5,Extra syrup,6.12,Interac Transfer,2023-12-11 07:36:10,Cancelled
4411,19,3,Extra syrup,18.55,Cash,2023-07-31 12:58:46,In Progress
4412,14,2,No powdered sugar,5.43,Credit Card,2023-01-10 00:42:47,Cancelled
4413,10,3,None,24.46,Credit Card,2023-10-19 00:17:48,Cancelled
4414,15,2,None,13.21,Cash,2023-09-22 01:25:38,Completed
4415,19,2,Extra syrup,16.8,Credit Card,2023-03-09 08:50:51,Cancelled
4416,4,1,Extra gravy,24.97,Interac Transfer,2023-03-30 21:17:51,Completed
4417,2,1,No powdered sugar,6.16,Cash,2023-03-10 11:25:17,Cancelled
4418,9,3,None,8.96,Credit Card,2023-09-26 08:35:31,Completed
4419,10,5,Extra syrup,14.95,Cash,2023-07-01 08:04:41,Completed
4420,11,3,Extra gravy,10.75,Credit Card,2023-03-04 01:34:55,Cancelled
4421,14,4,Extra gravy,13.45,Cash,2023-09-06 06:18:44,Completed
4422,7,2,Extra gravy,29.95,Credit Card,2023-10-24 11:58:43,In Progress
4423,15,2,Spicy,25.64,Cash,2023-06-15 13:35:28,In Progress
4424,22,1,Extra gravy,27.1,Cash,2023-01-11 18:44:43,Cancelled
4425,19,5,Extra syrup,28.43,Cash,2023-06-28 01:56:03,Cancelled
4426,22,1,No powdered sugar,13.52,Cash,2023-04-17 08:09:06,Cancelled
4427,15,4,Extra syrup,12.43,Cash,2023-06-17 11:55:53,In Progress
4428,8,3,Extra gravy,10.85,Interac Transfer,2023-11-28 17:24:24,Cancelled
4429,11,3,No powdered sugar,25.75,Cash,2023-10-10 19:13:25,Cancelled
4430,9,5,None,21.99,Cash,2023-07-09 09:01:34,Completed
4431,15,1,None,10.9,Cash,2023-09-22 19:33:50,Cancelled
4432,1,1,Extra syrup,14.42,Credit Card,2023-10-31 05:51:25,In Progress
4433,1,4,No powdered sugar,17.67,Cash,2023-07-14 07:11:05,In Progress
4434,19,3,Extra syrup,18.2,Interac Transfer,2023-10-28 22:00:45,Cancelled
4435,3,1,No powdered sugar,27.22,Cash,2023-01-02 00:46:10,In Progress
4436,10,5,No powdered sugar,14.51,Credit Card,2023-01-20 07:18:24,Completed
4437,8,3,Extra syrup,27.71,Credit Card,2023-08-19 16:13:26,Completed
4438,15,4,No powdered sugar,16.03,Cash,2023-11-26 12:13:43,Cancelled
4439,10,5,Extra gravy,23.66,Cash,2023-05-08 15:51:59,Cancelled
4440,1,2,No powdered sugar,28.26,Cash,2023-04-14 07:31:47,Completed
4441,18,4,No powdered sugar,27.69,Cash,2023-01-25 11:51:26,Completed
4442,2,5,Extra syrup,6.42,Credit Card,2023-09-23 00:03:54,Cancelled
4443,19,1,None,10.14,Cash,2023-02-03 15:29:04,In Progress
4444,13,2,Spicy,16.92,Credit Card,2023-02-14 16:54:34,Cancelled
4445,22,4,No powdered sugar,15.79,Credit Card,2023-07-08 10:18:49,Cancelled
4446,1,1,Spicy,21.02,Interac Transfer,2023-11-12 22:32:30,Cancelled
4447,2,2,No powdered sugar,28.62,Credit Card,2023-03-02 14:36:15,Cancelled
4448,16,3,Extra syrup,7.81,Cash,2023-07-26 10:42:52,Cancelled
4449,15,1,Extra syrup,16.3,Cash,2023-11-10 16:31:52,Cancelled
4450,13,5,No powdered sugar,9.81,Cash,2023-12-21 04:27:43,Cancelled
4451,16,4,Extra syrup,27.35,Cash,2023-03-27 08:45:28,In Progress
4452,17,2,Extra syrup,29.11,Interac Transfer,2023-03-30 01:31:04,Cancelled
4453,21,1,No powdered sugar,16.97,Interac Transfer,2023-11-18 18:47:05,Completed
4454,7,3,None,7.6,Interac Transfer,2023-11-29 04:34:57,Cancelled
4455,17,4,No powdered sugar,24.63,Interac Transfer,2023-07-15 05:53:12,In Progress
4456,7,4,None,22.43,Credit Card,2023-02-13 13:08:02,Completed
4457,13,1,Extra syrup,13.87,Interac Transfer,2023-09-21 06:41:24,Cancelled
4458,5,3,None,27.19,Credit Card,2023-10-18 19:56:01,Cancelled
4459,17,2,Extra syrup,29.4,Cash,2023-06-23 06:46:52,Completed
4460,3,1,None,18.95,Credit Card,2023-06-28 06:44:22,Cancelled
4461,7,2,None,19.14,Credit Card,2023-03-16 03:44:42,In Progress
4462,17,4,No powdered sugar,12.44,Interac Transfer,2023-12-29 07:28:33,Cancelled
4463,7,2,None,19.61,Cash,2023-01-01 00:29:16,In Progress
4464,21,3,Extra syrup,15.99,Cash,2023-08-02 20:56:21,Cancelled
4465,1,5,No powdered sugar,12.55,Interac Transfer,2023-07-10 01:09:19,Completed
4466,17,3,None,6.68,Credit Card,2023-11-13 08:52:09,In Progress
4467,17,2,No powdered sugar,11.32,Interac Transfer,2023-07-19 16:39:29,Cancelled
4468,11,1,Spicy,9.95,Credit Card,2023-02-11 08:06:01,Cancelled
4469,3,4,No powdered sugar,18.55,Interac Transfer,2023-10-11 12:14:44,Completed
4470,15,5,Spicy,20.04,Interac Transfer,2023-02-08 16:57:07,Completed
4471,21,1,Spicy,20.21,Cash,2023-02-16 09:35:20,In Progress
4472,11,1,No powdered sugar,14.7,Cash,2023-11-19 21:49:58,In Progress
4473,16,3,Extra syrup,15.53,Cash,2023-06-24 17:57:27,In Progress
4474,22,2,Extra syrup,25.86,Interac Transfer,2023-02-15 04:58:13,Cancelled
4475,9,3,Extra syrup,16.91,Cash,2023-11-14 12:25:33,Cancelled
4476,1,2,Extra gravy,29.69,Cash,2023-01-21 09:56:32,In Progress
4477,22,3,Spicy,15.99,Interac Transfer,2023-12-17 18:06:26,Cancelled
4478,16,1,No powdered sugar,21.24,Cash,2023-11-23 19:52:03,Completed
4479,9,4,Extra syrup,6.26,Credit Card,2023-06-15 13:43:48,Cancelled
4480,19,2,Extra syrup,21.33,Cash,2023-02-18 09:49:46,In Progress
4481,12,5,No powdered sugar,26.29,Credit Card,2023-10-20 22:31:51,Cancelled
4482,19,5,Spicy,28.56,Cash,2023-03-16 19:41:30,Completed
4483,22,1,No powdered sugar,29.93,Interac Transfer,2023-04-19 08:43:34,In Progress
4484,9,3,Extra gravy,12.05,Interac Transfer,2023-01-27 11:18:59,In Progress
4485,7,3,Extra gravy,19.38,Cash,2023-05-31 01:09:03,In Progress
4486,14,1,No powdered sugar,16.27,Credit Card,2023-10-13 14:58:54,In Progress
4487,19,5,Spicy,19.1,Cash,2023-05-30 12:25:59,Cancelled
4488,19,5,Extra syrup,8.94,Interac Transfer,2023-06-01 00:23:32,Completed
4489,2,3,Extra gravy,26.4,Cash,2023-11-04 18:06:02,Cancelled
4490,9,2,Extra gravy,27.74,Interac Transfer,2023-03-17 15:21:15,Cancelled
4491,13,4,Spicy,16.24,Credit Card,2023-08-09 12:23:39,In Progress
4492,15,2,Extra gravy,12.01,Credit Card,2023-01-25 06:50:16,Completed
4493,3,5,Extra gravy,8.52,Interac Transfer,2023-05-19 21:51:59,Cancelled
4494,11,2,Spicy,22.09,Credit Card,2023-08-31 11:21:27,Completed
4495,21,4,No powdered sugar,12.81,Interac Transfer,2023-06-24 13:36:55,Completed
4496,14,2,Extra syrup,27.74,Interac Transfer,2023-03-27 19:58:01,Completed
4497,8,2,Extra syrup,21.78,Interac Transfer,2023-04-10 00:35:24,Completed
4498,18,2,Extra gravy,21.14,Cash,2023-01-29 01:50:09,Cancelled
4499,19,2,Extra syrup,18.99,Credit Card,2023-02-13 18:11:44,Completed
4500,16,1,No powdered sugar,6.14,Cash,2023-07-27 18:40:23,Cancelled
4501,2,5,Extra gravy,28.3,Cash,2023-01-31 02:14:39,Completed
4502,8,4,Extra syrup,20.7,Credit Card,2023-11-09 11:58:43,Completed
4503,22,5,None,29.85,Cash,2023-03-11 03:51:56,Cancelled
4504,6,1,None,18.43,Interac Transfer,2023-06-03 06:25:42,In Progress
4505,12,1,None,22.75,Cash,2023-01-28 07:06:45,Cancelled
4506,15,1,None,6.41,Interac Transfer,2023-11-10 23:50:00,Completed
4507,8,1,None,20.79,Credit Card,2023-01-13 02:06:10,Cancelled
4508,4,2,Extra gravy,24.12,Cash,2023-06-03 09:37:57,Completed
4509,15,5,Spicy,24.46,Credit Card,2023-08-18 15:22:55,Cancelled
4510,20,3,Spicy,24.25,Interac Transfer,2023-02-12 22:19:47,Cancelled
4511,17,4,Extra gravy,10.66,Cash,2023-05-28 16:11:26,Cancelled
4512,13,1,Extra gravy,29.38,Interac Transfer,2023-11-07 05:42:50,In Progress
4513,18,5,No powdered sugar,29.88,Interac Transfer,2023-01-06 12:47:59,Cancelled
4514,2,1,Spicy,6.89,Interac Transfer,2023-07-24 14:56:53,Cancelled
4515,13,1,None,28.41,Credit Card,2023-07-03 16:04:36,In Progress
4516,13,1,Extra gravy,12.24,Credit Card,2023-12-17 11:30:03,In Progress
4517,22,1,None,22.23,Credit Card,2023-12-05 04:12:05,Completed
4518,15,1,Spicy,13.45,Cash,2023-12-28 13:34:18,Completed
4519,20,4,Extra syrup,29.19,Interac Transfer,2023-03-15 16:10:17,Cancelled
4520,10,5,Extra syrup,7.54,Credit Card,2023-09-25 03:17:43,Completed
4521,3,1,Extra gravy,17.44,Interac Transfer,2023-06-19 05:49:37,Cancelled
4522,19,1,No powdered sugar,15.7,Credit Card,2023-09-13 22:52:35,In Progress
4523,3,1,None,13.15,Interac Transfer,2023-11-18 08:56:36,In Progress
4524,22,1,Extra gravy,21.14,Credit Card,2023-04-11 15:23:32,Cancelled
4525,14,2,No powdered sugar,8.28,Credit Card,2023-10-01 10:31:38,Completed
4526,8,2,None,22.92,Credit Card,2023-02-18 17:24:38,Completed
4527,4,3,Spicy,29.51,Credit Card,2023-10-19 09:09:39,Completed
4528,20,1,Extra syrup,25.11,Interac Transfer,2023-01-03 15:48:47,Cancelled
4529,11,3,No powdered sugar,26.5,Credit Card,2023-12-05 00:43:09,Completed
4530,11,4,None,13.99,Credit Card,2023-02-03 01:00:21,In Progress
4531,11,3,Extra gravy,13.12,Credit Card,2023-03-26 07:46:54,In Progress
4532,2,5,None,17.93,Interac Transfer,2023-06-22 10:15:35,In Progress
4533,17,2,Extra gravy,6.14,Credit Card,2023-10-05 01:14:29,In Progress
4534,9,2,Extra syrup,28.63,Interac Transfer,2023-11-20 18:02:14,In Progress
4535,2,1,Extra syrup,8.59,Cash,2023-07-14 07:57:12,In Progress
4536,15,1,None,27.58,Interac Transfer,2023-10-05 16:08:31,In Progress
4537,16,4,None,7.09,Cash,2023-02-16 19:08:56,In Progress
4538,4,4,Extra gravy,25.57,Credit Card,2023-07-14 20:53:54,In Progress
4539,8,5,Extra gravy,8.8,Credit Card,2023-02-05 19:49:15,Cancelled
4540,9,1,No powdered sugar,5.95,Interac Transfer,2023-03-10 20:10:33,Cancelled
4541,5,1,No powdered sugar,22.99,Credit Card,2023-07-09 09:16:10,In Progress
4542,16,4,No powdered sugar,12.01,Credit Card,2023-06-20 18:41:00,In Progress
4543,13,4,None,22.86,Interac Transfer,2023-06-12 04:50:36,In Progress
4544,7,4,No powdered sugar,18.88,Credit Card,2023-05-01 19:10:20,Completed
4545,20,2,None,7.72,Cash,2023-05-13 08:54:06,Cancelled
4546,17,3,Extra syrup,28.3,Cash,2023-12-26 20:56:22,In Progress
4547,3,3,Spicy,16.31,Credit Card,2023-07-23 03:32:23,Cancelled
4548,5,1,Extra syrup,23.36,Credit Card,2023-11-02 21:25:23,In Progress
4549,19,2,None,17.53,Cash,2023-05-28 05:30:28,Completed
4550,12,4,None,20.11,Credit Card,2023-06-07 22:12:38,In Progress
4551,7,1,Spicy,12.57,Cash,2023-09-16 02:36:39,Cancelled
4552,9,2,Extra gravy,10.01,Interac Transfer,2023-02-24 05:46:14,Cancelled
4553,6,5,Extra gravy,18.56,Cash,2023-12-06 14:30:13,Cancelled
4554,17,2,Extra gravy,16.01,Credit Card,2023-05-09 13:34:38,Cancelled
4555,16,1,No powdered sugar,14.75,Credit Card,2023-07-20 05:13:16,In Progress
4556,3,3,Extra gravy,21.81,Cash,2023-09-25 23:15:30,Completed
4557,21,4,No powdered sugar,22.26,Cash,2023-06-12 07:48:28,Completed
4558,4,5,No powdered sugar,6.15,Credit Card,2023-05-08 09:18:23,In Progress
4559,10,2,Extra gravy,13.47,Credit Card,2023-07-16 09:54:07,In Progress
4560,5,1,Extra gravy,15.29,Credit Card,2023-07-30 12:43:49,Cancelled
4561,21,1,Spicy,7.42,Interac Transfer,2023-01-25 22:09:48,In Progress
4562,22,4,Spicy,10.9,Interac Transfer,2023-05-30 01:52:41,Completed
4563,10,1,No powdered sugar,6.29,Cash,2023-12-10 02:34:05,In Progress
4564,12,1,Spicy,29.91,Cash,2023-06-02 13:23:55,In Progress
4565,10,4,No powdered sugar,23.41,Interac Transfer,2023-12-16 21:51:32,Completed
4566,13,5,None,7.19,Interac Transfer,2023-03-20 12:54:38,Completed
4567,11,3,No powdered sugar,5.51,Cash,2023-09-07 07:31:06,In Progress
4568,22,3,No powdered sugar,22.98,Interac Transfer,2023-10-08 18:32:12,Cancelled
4569,16,2,Spicy,15.98,Cash,2023-06-02 19:46:15,Cancelled
4570,8,5,None,24.67,Credit Card,2023-01-09 00:48:23,Cancelled
4571,8,2,Extra syrup,28.09,Cash,2023-05-24 23:23:13,Completed
4572,8,3,Extra syrup,19.98,Interac Transfer,2023-09-24 06:53:47,Completed
4573,13,4,Extra syrup,9.68,Interac Transfer,2023-03-26 02:41:02,Cancelled
4574,2,1,None,24.55,Interac Transfer,2023-03-15 07:39:44,In Progress
4575,12,3,Extra gravy,28.9,Cash,2023-07-27 22:35:17,In Progress
4576,10,5,None,19.51,Interac Transfer,2023-06-17 06:47:15,In Progress
4577,12,3,Spicy,22.05,Cash,2023-06-22 05:26:49,Completed
4578,11,5,No powdered sugar,13.44,Credit Card,2023-04-05 14:30:33,Completed
4579,15,5,No powdered sugar,14.54,Credit Card,2023-08-05 03:02:15,Cancelled
4580,16,5,Spicy,23.37,Interac Transfer,2023-01-29 19:06:04,In Progress
4581,17,2,Spicy,28.19,Cash,2023-03-13 07:40:57,Completed
4582,2,4,No powdered sugar,20.72,Cash,2023-06-04 17:23:24,Completed
4583,18,3,Extra gravy,24.75,Interac Transfer,2023-06-25 05:20:18,Cancelled
4584,12,4,Extra gravy,9.29,Cash,2023-01-07 05:53:31,In Progress
4585,19,1,Extra gravy,10.3,Interac Transfer,2023-04-04 14:08:26,Completed
4586,18,3,Spicy,18.3,Interac Transfer,2023-05-31 07:35:20,Completed
4587,17,4,No powdered sugar,9.41,Credit Card,2023-09-23 21:51:22,Completed
4588,6,4,No powdered sugar,20.87,Interac Transfer,2023-09-29 17:15:54,Completed
4589,15,1,No powdered sugar,12.29,Cash,2023-01-10 19:34:18,In Progress
4590,3,5,None,24.79,Interac Transfer,2023-11-12 07:10:53,Cancelled
4591,6,3,None,25.2,Credit Card,2023-11-07 02:49:53,In Progress
4592,3,3,Extra syrup,16.59,Credit Card,2023-12-05 19:34:11,Cancelled
4593,1,1,None,9.52,Cash,2023-08-20 06:09:36,Completed
4594,13,5,Extra gravy,21.17,Interac Transfer,2023-06-05 07:23:04,In Progress
4595,21,3,Extra gravy,29.82,Cash,2023-09-21 02:22:35,Cancelled
4596,14,3,Extra gravy,20.56,Cash,2023-08-01 04:40:16,Cancelled
4597,13,3,Extra gravy,5.89,Interac Transfer,2023-10-23 12:22:32,Completed
4598,4,5,Extra syrup,5.43,Credit Card,2023-07-14 00:23:58,Cancelled
4599,7,1,Extra gravy,13.01,Cash,2023-12-21 14:13:46,Cancelled
4600,22,3,Spicy,9.89,Cash,2023-08-16 14:09:28,Cancelled
4601,10,4,Spicy,25.33,Credit Card,2023-07-20 16:15:23,Completed
4602,7,5,Spicy,26.12,Interac Transfer,2023-09-02 20:27:59,In Progress
4603,21,2,None,11.47,Interac Transfer,2023-02-17 07:33:48,Completed
4604,15,1,No powdered sugar,13.14,Interac Transfer,2023-11-29 21:53:15,Cancelled
4605,15,4,Extra syrup,10.91,Credit Card,2023-12-19 17:57:59,Cancelled
4606,4,3,Spicy,27.71,Cash,2023-06-15 10:56:02,In Progress
4607,6,2,Spicy,17.57,Credit Card,2023-07-11 22:29:07,Cancelled
4608,20,1,Extra gravy,21.4,Cash,2023-10-23 02:54:01,In Progress
4609,5,5,Spicy,15.39,Cash,2023-01-07 00:56:18,Cancelled
4610,20,2,Extra gravy,20.78,Interac Transfer,2023-03-05 13:20:00,Cancelled
4611,12,2,Extra gravy,14.65,Interac Transfer,2023-07-10 17:52:23,Completed
4612,1,4,No powdered sugar,13.49,Interac Transfer,2023-10-26 02:46:57,Completed
4613,8,1,None,20.86,Credit Card,2023-12-20 05:05:23,In Progress
4614,1,4,Extra gravy,19.78,Interac Transfer,2023-12-14 00:00:13,Completed
4615,5,4,Extra gravy,12.34,Credit Card,2023-05-13 17:41:34,In Progress
4616,22,3,No powdered sugar,8.73,Interac Transfer,2023-10-27 09:33:20,Completed
4617,6,5,Extra gravy,14.21,Interac Transfer,2023-06-13 21:28:17,In Progress
4618,21,2,Extra syrup,15.38,Interac Transfer,2023-06-02 04:12:06,Cancelled
4619,3,1,None,20.72,Credit Card,2023-09-10 08:04:36,In Progress
