order_id,customer_id,item_id,quantity,special_request,subtotal,payment_method,order_placed,order_status
3700,1936,21,4,Extra gravy,12.63,Cash,2023-03-30 05:27:03,In Progress
3701,1111,17,3,None,5.9,Credit Card,2023-06-09 23:45:27,In Progress
3702,1012,9,5,None,8.72,Credit Card,2023-07-14 19:50:35,In Progress
3703,1392,17,2,Extra mustard,22.48,Credit Card,2023-01-06 06:51:08,In Progress
3704,1499,5,3,Spicy,14.17,Credit Card,2023-09-06 20:04:47,Cancelled
3705,1931,20,5,Extra gravy,16.3,Interac Transfer,2023-03-20 20:17:12,Completed
3706,1597,8,3,Spicy,8.92,Cash,2023-04-16 22:30:13,In Progress
3707,1233,6,1,None,22.05,Cash,2023-02-01 10:01:36,Completed
3708,1601,11,1,None,23.79,Credit Card,2023-02-25 22:51:19,Completed
3709,1313,19,1,Extra mustard,9.53,Interac Transfer,2023-11-13 23:20:16,Completed
3710,1565,4,2,No powdered sugar,6.12,Cash,2023-06-18 09:11:56,In Progress
3711,1011,18,1,None,7.02,Cash,2023-12-06 02:18:56,In Progress
3712,1208,1,2,Extra gravy,21.43,Credit Card,2023-07-27 16:26:22,In Progress
3713,1973,13,1,Extra mustard,8.39,Cash,2023-04-05 02:27:59,Completed
3714,1013,14,3,No powdered sugar,17.35,Credit Card,2023-08-27 05:36:52,In Progress
3715,1632,1,5,Extra mustard,8.82,Interac Transfer,2023-07-07 20:53:51,In Progress
3716,1417,11,5,None,9.25,Credit Card,2023-02-04 13:30:17,Completed
3717,1436,17,1,No powdered sugar,5.11,Cash,2023-04-26 17:28:16,In Progress
3718,1376,4,5,Spicy,13.02,Credit Card,2023-06-15 05:29:52,Cancelled
3719,1019,12,1,No powdered sugar,7.24,Credit Card,2023-05-28 01:13:41,Cancelled
3720,1586,10,1,Extra gravy,14.85,Credit Card,2023-06-07 11:02:59,Cancelled
3721,1911,6,4,Spicy,19.94,Credit Card,2023-11-25 22:09:29,Cancelled
3722,1754,1,4,Spicy,14.19,Credit Card,2023-05-30 21:19:25,Completed
3723,1734,7,4,Extra gravy,22.63,Credit Card,2023-04-25 04:06:51,In Progress
3724,1069,21,2,Spicy,23.54,Cash,2023-07-18 05:51:36,Cancelled
3725,1823,16,4,None,22.42,Credit Card,2023-07-13 23:48:33,Cancelled
3726,1210,14,1,No powdered sugar,28.42,Cash,2023-02-21 12:37:57,In Progress
3727,1100,20,3,No powdered sugar,10.93,Credit Card,2023-07-29 09:09:58,Completed
3728,1697,20,4,Extra gravy,9.74,Interac Transfer,2023-06-09 08:15:59,Cancelled
3729,1131,6,4,None,20.24,Credit Card,2023-01-21 11:40:13,In Progress
3730,1622,22,3,Spicy,19.87,Cash,2023-05-07 04:08:26,In Progress
3731,1380,5,1,No powdered sugar,17.75,Cash,2023-05-10 14:19:41,Cancelled
3732,1131,21,2,No powdered sugar,5.11,Interac Transfer,2023-02-27 22:43:07,Cancelled
3733,1019,18,4,No powdered sugar,18.88,Credit Card,2023-10-13 04:28:14,In Progress
3734,1905,15,3,No powdered sugar,28.32,Interac Transfer,2023-07-17 01:34:23,In Progress
3735,1535,6,1,Extra mustard,13.36,Credit Card,2023-03-16 08:54:46,Cancelled
3736,1226,19,5,Extra gravy,29.19,Credit Card,2023-09-10 06:17:18,Cancelled
3737,1153,1,2,Spicy,13.92,Cash,2023-03-01 05:25:45,Cancelled
3738,1804,1,3,Spicy,8.5,Interac Transfer,2023-02-17 20:52:14,Cancelled
3739,1741,13,3,Extra gravy,14.96,Interac Transfer,2023-08-11 20:10:44,Completed
3740,1468,3,3,None,17.37,Cash,2023-07-19 19:26:27,In Progress
3741,1821,10,4,Extra gravy,20.74,Cash,2023-05-21 01:21:45,Cancelled
3742,1999,21,5,No powdered sugar,17.62,Interac Transfer,2023-01-15 06:09:54,In Progress
3743,1870,3,2,No powdered sugar,18.42,Cash,2023-02-28 23:58:36,Cancelled
3744,1404,9,1,Extra gravy,5.6,Credit Card,2023-04-21 12:50:17,Completed
3745,1201,8,1,Extra gravy,11.34,Interac Transfer,2023-07-05 23:54:35,In Progress
3746,1037,3,5,Spicy,12.77,Interac Transfer,2023-12-12 22:40:26,Completed
3747,1941,13,3,Spicy,29.68,Cash,2023-09-07 12:06:51,In Progress
3748,1771,6,3,Extra mustard,12.39,Credit Card,2023-12-21 09:30:03,Completed
3749,1187,13,3,Extra mustard,27.41,Interac Transfer,2023-03-02 05:49:06,Cancelled
3750,1056,20,3,No powdered sugar,12.62,Interac Transfer,2023-10-19 08:37:50,Cancelled
3751,1940,20,3,Extra mustard,7.4,Credit Card,2023-09-16 08:12:29,Completed
3752,1019,12,5,Extra mustard,11.19,Cash,2023-04-27 11:32:11,Cancelled
3753,1272,13,4,None,11.82,Cash,2023-11-30 17:25:02,Completed
3754,1118,2,2,Extra gravy,29.46,Cash,2023-04-05 17:24:47,Completed
3755,1582,21,3,Spicy,21.86,Cash,2023-05-30 20:07:06,In Progress
3756,1515,16,4,Extra mustard,28.29,Credit Card,2023-10-08 17:18:59,Completed
3757,1220,6,1,Spicy,25.87,Credit Card,2023-08-24 17:31:09,In Progress
3758,1525,19,5,Extra mustard,19.46,Interac Transfer,2023-12-20 18:35:51,Completed
3759,1514,21,4,Extra mustard,21.88,Interac Transfer,2023-12-29 15:18:42,In Progress
3760,1727,13,3,No powdered sugar,20.62,Credit Card,2023-05-03 15:38:56,In Progress
3761,1740,17,3,None,21.66,Interac Transfer,2023-06-10 15:39:29,Cancelled
3762,1335,9,3,Extra gravy,11.62,Credit Card,2023-01-17 06:38:49,In Progress
3763,1697,17,4,Extra gravy,15.2,Cash,2023-08-19 01:55:44,In Progress
3764,1054,2,3,No powdered sugar,19.82,Credit Card,2023-08-08 13:47:05,Completed
3765,1499,19,4,No powdered sugar,5.9,Credit Card,2023-10-24 21:35:40,In Progress
3766,1899,19,3,Extra gravy,17.07,Interac Transfer,2023-06-12 02:54:24,Cancelled
3767,1887,7,1,Extra gravy,26.49,Credit Card,2023-04-22 17:19:15,Completed
3768,1765,22,1,None,17.31,Cash,2023-03-11 19:05:39,In Progress
3769,1535,10,2,Extra mustard,18.81,Cash,2023-10-14 00:19:06,Completed
3770,1161,10,3,None,10.05,Interac Transfer,2023-09-27 07:52:28,Completed
3771,1669,20,3,Extra gravy,24.86,Interac Transfer,2023-03-22 23:52:03,Completed
3772,1593,9,4,Extra mustard,13.97,Credit Card,2023-07-22 20:20:02,Completed
3773,1914,17,4,Extra gravy,28.91,Interac Transfer,2023-08-23 13:53:15,Completed
3774,1158,15,3,None,29.84,Cash,2023-05-04 19:45:10,In Progress
3775,1187,2,2,None,27.9,Interac Transfer,2023-08-16 12:38:43,Completed
3776,1059,4,3,None,7.12,Interac Transfer,2023-11-13 15:19:01,Completed
3777,1914,19,4,Extra mustard,13.33,Cash,2023-04-11 12:16:45,Cancelled
3778,1816,17,3,Spicy,28.63,Credit Card,2023-08-31 05:26:51,Cancelled
3779,1318,5,4,Spicy,25.11,Credit Card,2023-04-17 05:31:49,Completed
3780,1877,7,3,Extra gravy,27.78,Interac Transfer,2023-03-21 19:41:14,In Progress
3781,1210,18,5,Extra mustard,19.31,Cash,2023-08-08 12:52:51,Cancelled
3782,1405,21,4,No powdered sugar,17.01,Cash,2023-12-23 12:16:19,Cancelled
3783,1663,22,2,Spicy,7.66,Cash,2023-07-26 17:04:17,Completed
3784,1108,7,5,Extra mustard,25.99,Credit Card,2023-10-27 06:04:38,In Progress
3785,1075,17,3,Extra mustard,23.63,Cash,2023-12-01 05:54:43,In Progress
3786,1541,7,4,Spicy,6.47,Cash,2023-10-17 10:58:55,Cancelled
3787,1313,4,5,Extra mustard,10.24,Credit Card,2023-05-16 02:33:21,Cancelled
3788,1997,8,2,Extra mustard,18.93,Cash,2023-09-29 15:01:33,Cancelled
3789,1116,13,4,Spicy,22.11,Credit Card,2023-10-21 08:11:58,Cancelled
3790,1926,4,5,None,8.44,Interac Transfer,2023-10-07 13:56:46,Cancelled
3791,1867,6,5,Extra gravy,11.12,Interac Transfer,2023-08-31 19:29:01,Completed
3792,1703,5,5,No powdered sugar,9.83,Interac Transfer,2023-01-21 04:00:58,Completed
3793,1018,12,1,Extra gravy,10.5,Interac Transfer,2023-07-25 12:24:32,Completed
3794,1431,4,3,None,28.02,Interac Transfer,2023-09-27 22:48:16,Cancelled
3795,1684,9,4,None,22.9,Credit Card,2023-08-16 08:32:57,Completed
3796,1739,4,4,Extra mustard,23.43,Credit Card,2023-04-29 14:17:15,Cancelled
3797,1349,19,4,Extra gravy,24.85,Credit Card,2023-04-03 11:18:41,In Progress
3798,1182,14,5,None,13.91,Cash,2023-08-20 07:40:21,In Progress
3799,1112,5,3,Extra gravy,24.18,Interac Transfer,2023-08-25 17:12:21,Completed
3800,1182,18,2,None,29.46,Cash,2023-04-03 02:16:47,In Progress
3801,1480,10,4,No powdered sugar,22.46,Cash,2023-02-16 07:55:44,In Progress
3802,1145,19,3,None,15.42,Cash,2023-02-25 11:15:30,In Progress
3803,1830,12,3,Extra gravy,22.91,Interac Transfer,2023-04-18 21:45:20,Completed
3804,1627,18,1,Extra mustard,27.52,Cash,2023-03-22 12:26:54,In Progress
3805,1112,17,4,Extra gravy,8.22,Interac Transfer,2023-03-05 18:38:06,Completed
3806,1762,11,5,Spicy,11.63,Interac Transfer,2023-01-15 11:04:13,Cancelled
3807,1475,3,3,Extra gravy,27.98,Interac Transfer,2023-10-13 01:21:42,Cancelled
3808,1762,17,3,No powdered sugar,28.66,Cash,2023-11-30 08:36:07,Completed
3809,1302,1,2,No powdered sugar,17.1,Interac Transfer,2023-11-21 06:18:51,Completed
3810,1970,15,1,No powdered sugar,14.36,Interac Transfer,2023-01-17 21:15:37,In Progress
3811,1824,9,3,None,12.07,Credit Card,2023-06-30 19:51:12,Cancelled
3812,1117,15,3,No powdered sugar,17.47,Cash,2023-08-22 14:19:36,In Progress
3813,1812,3,5,Extra gravy,28.36,Credit Card,2023-09-08 07:47:38,Cancelled
3814,1160,22,5,Extra mustard,8.75,Credit Card,2023-08-25 05:04:03,In Progress
3815,1400,19,2,No powdered sugar,15.5,Cash,2023-10-26 01:04:25,In Progress
3816,1197,13,2,Extra gravy,27.79,Credit Card,2023-11-05 01:33:05,Cancelled
3817,1259,12,2,None,13.73,Interac Transfer,2023-03-01 00:05:17,In Progress
3818,1659,20,5,None,24.2,Credit Card,2023-12-15 23:48:45,Cancelled
3819,1751,1,5,Extra mustard,14.73,Credit Card,2023-04-15 15:40:30,Completed
3820,1046,21,1,Extra mustard,25.12,Interac Transfer,2023-02-24 22:13:46,In Progress
3821,1986,17,4,Extra gravy,29.53,Credit Card,2023-07-26 10:54:18,Cancelled
3822,1398,13,4,Extra mustard,14.7,Interac Transfer,2023-08-19 19:24:41,Cancelled
3823,1709,1,1,Extra mustard,26.13,Cash,2023-10-16 05:03:05,In Progress
3824,1558,10,4,None,29.71,Credit Card,2023-09-07 16:41:12,Cancelled
3825,1077,15,5,Extra gravy,29.6,Cash,2023-02-06 05:40:27,In Progress
3826,1123,7,4,Extra mustard,15.84,Credit Card,2023-06-15 00:06:31,In Progress
3827,1074,22,5,Extra gravy,17.14,Interac Transfer,2023-07-06 15:19:58,Completed
3828,1870,18,1,No powdered sugar,12.59,Credit Card,2023-06-18 02:18:30,Completed
3829,1136,16,2,None,12.85,Cash,2023-12-29 02:11:14,Completed
3830,1601,14,1,None,17.31,Interac Transfer,2023-10-14 18:20:48,In Progress
3831,1399,18,4,None,10.01,Interac Transfer,2023-03-13 00:13:18,In Progress
3832,1836,7,5,Spicy,22.78,Cash,2023-05-05 14:50:44,Cancelled
3833,1504,17,4,Extra gravy,18.41,Cash,2023-03-13 20:14:50,Completed
3834,1499,18,4,No powdered sugar,27.45,Credit Card,2023-03-23 10:55:51,Completed
3835,1572,12,2,Extra mustard,25.26,Credit Card,2023-06-29 14:54:06,Cancelled
3836,1137,8,4,No powdered sugar,13.06,Interac Transfer,2023-07-05 08:50:21,Completed
3837,1049,22,2,Extra gravy,17.65,Cash,2023-06-30 05:00:38,Completed
3838,1770,2,5,None,23.76,Cash,2023-11-26 17:18:17,Completed
3839,1972,7,5,Spicy,9.83,Credit Card,2023-05-13 00:03:25,Cancelled
3840,1618,4,2,Extra gravy,5.79,Credit Card,2023-11-02 21:31:57,Completed
3841,1624,18,1,Extra gravy,26.31,Interac Transfer,2023-10-19 22:50:13,In Progress
3842,1861,6,5,Extra mustard,8.44,Cash,2023-01-01 08:46:52,Completed
3843,1253,9,1,No powdered sugar,27.24,Cash,2023-02-02 16:15:40,In Progress
3844,1629,9,5,No powdered sugar,27.84,Cash,2023-04-16 00:51:18,Completed
3845,1709,14,5,Extra mustard,16.52,Cash,2023-10-01 07:00:42,In Progress
3846,1848,8,3,Spicy,25.17,Credit Card,2023-01-22 07:10:56,Completed
3847,1876,19,4,None,14.08,Credit Card,2023-08-15 15:49:10,In Progress
3848,1562,3,4,None,26.46,Credit Card,2023-08-13 05:52:14,In Progress
3849,1756,18,1,Spicy,25.62,Interac Transfer,2023-05-01 02:14:32,Completed
3850,1914,5,4,Extra mustard,6.96,Cash,2023-10-18 12:01:28,Cancelled
3851,1425,14,1,Extra gravy,19.57,Credit Card,2023-11-24 10:28:38,Completed
3852,1546,4,5,No powdered sugar,21.0,Cash,2023-04-23 13:17:28,Cancelled
3853,1301,7,3,Extra gravy,5.02,Credit Card,2023-06-03 16:13:27,Cancelled
3854,1921,20,3,No powdered sugar,29.5,Interac Transfer,2023-06-08 01:06:57,Cancelled
3855,1580,12,5,Extra gravy,15.16,Credit Card,2023-10-17 09:13:57,Cancelled
3856,1348,2,2,Extra mustard,17.93,Interac Transfer,2023-09-29 21:38:51,Cancelled
3857,1831,11,2,Extra mustard,9.87,Cash,2023-11-19 14:48:31,Cancelled
3858,1932,14,4,Spicy,20.27,Credit Card,2023-05-11 22:58:34,Completed
3859,1979,22,1,Extra gravy,25.27,Credit Card,2023-11-16 07:51:38,In Progress
3860,1048,16,3,Extra gravy,19.65,Credit Card,2023-10-06 14:59:25,In Progress
3861,1916,20,4,Spicy,24.7,Cash,2023-05-04 00:29:30,Completed
3862,1073,6,5,Spicy,23.28,Interac Transfer,2023-01-09 02:09:57,Completed
3863,1703,4,3,Extra mustard,10.94,Interac Transfer,2023-05-31 08:37:14,Completed
3864,1260,15,1,Extra mustard,15.9,Credit Card,2023-12-26 00:45:02,Cancelled
3865,1355,1,1,Extra gravy,8.72,Cash,2023-01-06 07:16:23,Cancelled
3866,1581,7,2,Extra mustard,6.05,Interac Transfer,2023-11-09 17:08:55,In Progress
3867,1601,12,4,Extra mustard,6.58,Interac Transfer,2023-06-21 14:47:22,Completed
3868,1259,10,5,Extra gravy,28.56,Interac Transfer,2023-02-26 22:30:55,In Progress
3869,1637,5,3,Spicy,29.61,Interac Transfer,2023-10-08 15:24:34,In Progress
3870,1742,12,1,Extra gravy,7.37,Interac Transfer,2023-11-10 05:11:44,Cancelled
3871,1294,18,3,None,13.38,Credit Card,2023-12-28 01:07:20,Cancelled
3872,1930,10,5,Extra gravy,7.86,Credit Card,2023-12-09 15:49:04,In Progress
3873,1640,6,3,None,25.86,Credit Card,2023-09-02 08:11:31,Cancelled
3874,1791,12,4,Extra gravy,17.41,Interac Transfer,2023-07-15 01:55:27,Cancelled
3875,1312,7,2,None,20.53,Interac Transfer,2023-04-20 21:40:41,Cancelled
3876,1611,18,3,None,18.5,Interac Transfer,2023-06-10 09:18:39,In Progress
3877,1837,2,2,Extra gravy,22.76,Credit Card,2023-07-13 10:39:37,In Progress
3878,1808,10,5,Extra mustard,12.98,Interac Transfer,2023-03-17 14:55:11,In Progress
3879,1181,15,2,No powdered sugar,8.44,Credit Card,2023-01-08 06:36:09,Completed
3880,1685,12,3,Extra mustard,5.44,Interac Transfer,2023-12-16 13:55:19,In Progress
3881,1827,17,3,None,16.14,Credit Card,2023-08-17 23:33:46,Cancelled
3882,1363,4,1,Extra gravy,27.7,Cash,2023-12-17 10:14:20,In Progress
3883,1187,7,3,Extra gravy,12.63,Interac Transfer,2023-05-20 14:42:16,Completed
3884,1568,9,2,Extra gravy,9.9,Interac Transfer,2023-09-02 19:28:18,Cancelled
3885,1542,19,1,Extra gravy,28.15,Credit Card,2023-10-20 03:01:41,In Progress
3886,1595,7,3,No powdered sugar,7.64,Interac Transfer,2023-03-26 16:27:27,In Progress
3887,1663,2,3,Spicy,6.3,Credit Card,2023-11-11 18:30:27,Cancelled
3888,1984,6,5,None,26.99,Credit Card,2023-11-14 11:38:41,In Progress
3889,1547,18,1,No powdered sugar,22.52,Cash,2023-07-13 21:32:38,Completed
3890,1724,6,5,Extra mustard,15.55,Cash,2023-04-10 08:58:40,Cancelled
3891,1925,13,5,Spicy,23.81,Interac Transfer,2023-06-11 13:03:57,In Progress
3892,1407,19,5,Spicy,23.54,Interac Transfer,2023-03-14 15:53:48,Cancelled
3893,1875,2,4,Extra gravy,6.0,Credit Card,2023-08-13 04:55:59,In Progress
3894,1617,12,5,No powdered sugar,21.91,Credit Card,2023-12-09 22:11:53,In Progress
3895,1413,15,2,Extra mustard,21.02,Credit Card,2023-04-28 22:33:38,Cancelled
3896,1341,14,3,Extra gravy,29.09,Credit Card,2023-03-08 00:20:57,In Progress
3897,1219,6,4,Extra gravy,29.17,Interac Transfer,2023-06-30 17:02:00,In Progress
3898,1902,18,5,None,14.44,Cash,2023-08-09 02:49:31,Cancelled
3899,1162,5,3,Spicy,19.75,Interac Transfer,2023-03-10 12:20:21,In Progress
3900,1950,18,1,Extra mustard,8.53,Interac Transfer,2023-10-04 10:27:57,In Progress
3901,1219,3,1,Spicy,6.66,Interac Transfer,2023-10-16 23:34:26,Cancelled
3902,1269,3,3,No powdered sugar,15.82,Cash,2023-12-02 03:38:18,Completed
3903,1631,22,2,None,22.25,Interac Transfer,2023-06-15 18:52:42,Completed
3904,1905,22,3,Extra gravy,19.19,Cash,2023-04-21 20:40:06,Completed
3905,1847,10,3,None,15.74,Credit Card,2023-09-07 10:20:23,Completed
3906,1399,19,4,Extra gravy,25.45,Interac Transfer,2023-12-19 09:31:47,Completed
3907,1181,3,1,None,24.86,Credit Card,2023-06-04 16:45:34,Completed
3908,1990,12,1,Extra gravy,23.3,Credit Card,2023-12-29 12:13:36,Cancelled
3909,1617,16,5,Spicy,6.93,Credit Card,2023-10-14 03:54:14,Cancelled
3910,1728,17,3,Spicy,24.91,Interac Transfer,2023-04-01 01:53:26,Cancelled
3911,1204,7,3,Spicy,27.99,Credit Card,2023-04-12 06:10:48,In Progress
3912,1581,13,2,Spicy,6.49,Interac Transfer,2023-10-22 01:17:21,Completed
3913,1555,2,1,None,15.04,Credit Card,2023-11-20 03:09:40,Completed
3914,1840,4,2,Extra gravy,29.71,Interac Transfer,2023-02-20 02:09:51,Cancelled
3915,1812,10,4,Spicy,19.98,Interac Transfer,2023-07-15 17:49:05,In Progress
3916,1227,7,5,None,17.84,Interac Transfer,2023-04-14 23:44:56,In Progress
3917,1695,17,2,Extra gravy,9.44,Credit Card,2023-09-27 19:53:54,Cancelled
3918,1618,20,1,None,19.14,Interac Transfer,2023-09-06 05:14:32,Completed
3919,1595,6,4,Spicy,15.98,Credit Card,2023-11-20 00:44:51,In Progress
3920,1849,19,3,No powdered sugar,8.19,Cash,2023-07-09 14:58:00,Completed
3921,1249,5,4,None,16.61,Credit Card,2023-12-25 16:52:22,In Progress
3922,1874,10,2,Spicy,9.11,Credit Card,2023-03-21 08:45:37,Completed
3923,1440,9,1,Extra mustard,23.27,Interac Transfer,2023-06-21 13:40:07,In Progress
3924,1532,13,2,Extra gravy,29.34,Credit Card,2023-09-20 14:33:49,Completed
3925,1195,19,3,Spicy,16.74,Cash,2023-07-22 01:59:19,Completed
3926,1689,21,3,Extra mustard,20.81,Interac Transfer,2023-09-06 10:16:22,Completed
3927,1928,6,1,None,15.77,Credit Card,2023-08-06 17:49:19,Cancelled
3928,1986,4,5,None,8.46,Credit Card,2023-05-06 09:07:29,Completed
3929,1518,3,4,Extra mustard,29.26,Interac Transfer,2023-12-26 10:57:25,Completed
3930,1069,3,4,Extra mustard,8.24,Interac Transfer,2023-05-07 20:16:16,In Progress
3931,1638,4,3,Extra gravy,7.79,Credit Card,2023-03-22 13:26:41,In Progress
3932,1398,5,2,None,16.48,Credit Card,2023-11-20 09:35:28,Cancelled
3933,1977,8,2,Extra mustard,21.47,Interac Transfer,2023-03-30 23:25:53,In Progress
3934,1671,16,5,No powdered sugar,13.87,Interac Transfer,2023-08-07 07:59:44,Completed
3935,1759,22,2,No powdered sugar,9.81,Cash,2023-04-25 20:00:08,Cancelled
3936,1202,3,4,Extra mustard,25.47,Cash,2023-07-24 11:42:57,Cancelled
3937,1147,12,2,Extra gravy,14.08,Cash,2023-04-20 08:48:02,Cancelled
3938,1471,8,5,None,9.86,Interac Transfer,2023-07-01 22:23:43,Completed
3939,1654,13,4,No powdered sugar,14.13,Interac Transfer,2023-03-31 08:21:57,Completed
3940,1943,4,2,Extra mustard,10.36,Interac Transfer,2023-04-09 19:48:40,In Progress
3941,1198,14,4,Extra mustard,17.99,Credit Card,2023-09-14 06:38:19,In Progress
3942,1916,14,3,Spicy,21.71,Interac Transfer,2023-02-24 08:59:00,In Progress
3943,1425,13,3,Extra mustard,24.99,Credit Card,2023-09-03 04:58:23,Cancelled
3944,1665,6,3,Extra gravy,10.69,Interac Transfer,2023-04-29 18:21:50,Completed
3945,1491,17,2,No powdered sugar,9.17,Interac Transfer,2023-01-04 15:15:33,In Progress
3946,1887,4,5,Spicy,5.49,Credit Card,2023-02-19 02:54:34,Completed
3947,1895,8,4,No powdered sugar,10.7,Interac Transfer,2023-06-27 10:17:09,Cancelled
3948,1141,17,1,No powdered sugar,5.6,Interac Transfer,2023-11-07 22:45:55,Completed
3949,1312,3,3,Extra gravy,13.64,Interac Transfer,2023-03-16 08:43:18,Completed
3950,1164,17,3,Extra mustard,8.64,Cash,2023-04-24 22:07:49,Cancelled
3951,1313,9,1,Extra gravy,19.5,Interac Transfer,2023-03-20 12:54:39,In Progress
3952,1020,2,1,Extra mustard,14.59,Credit Card,2023-04-16 03:03:14,Completed
3953,1081,13,2,Spicy,7.34,Credit Card,2023-07-27 19:13:50,Completed
3954,1580,20,4,Extra gravy,15.0,Credit Card,2023-07-13 21:29:14,Cancelled
3955,1130,2,3,Extra gravy,10.23,Interac Transfer,2023-08-12 00:59:10,Completed
3956,1598,20,5,None,22.0,Credit Card,2023-12-28 17:19:00,Completed
3957,1729,11,2,Extra gravy,14.11,Cash,2023-08-09 20:39:07,Completed
3958,1932,22,2,None,8.68,Credit Card,2023-10-31 21:47:32,Cancelled
3959,1983,15,5,Extra mustard,13.74,Interac Transfer,2023-07-29 21:37:43,Completed
3960,1304,11,5,Extra mustard,10.61,Cash,2023-10-14 09:24:31,Cancelled
3961,1914,3,5,Extra mustard,24.89,Credit Card,2023-05-24 20:18:31,In Progress
3962,1370,3,1,None,29.58,Cash,2023-01-03 17:22:49,Completed
3963,1856,12,3,Extra mustard,5.64,Credit Card,2023-08-25 23:49:35,Cancelled
3964,1852,5,1,No powdered sugar,22.25,Interac Transfer,2023-08-14 01:01:14,Cancelled
3965,1383,20,3,Extra gravy,11.6,Cash,2023-02-07 02:38:04,Completed
3966,1907,7,1,None,6.66,Credit Card,2023-12-14 18:34:58,Cancelled
3967,1444,7,4,Extra mustard,5.36,Credit Card,2023-01-23 18:31:28,In Progress
3968,1424,13,3,No powdered sugar,27.03,Cash,2023-05-31 22:16:50,In Progress
3969,1160,9,2,Extra gravy,13.84,Cash,2023-04-08 09:23:05,In Progress
3970,1177,21,3,Extra gravy,29.86,Cash,2023-01-13 14:55:46,In Progress
3971,1628,13,3,Extra mustard,16.06,Cash,2023-08-12 10:45:10,Cancelled
3972,1707,12,3,No powdered sugar,9.69,Credit Card,2023-10-16 03:04:56,Cancelled
3973,1894,13,4,None,24.43,Credit Card,2023-09-30 04:57:10,In Progress
3974,1489,10,1,Extra mustard,28.16,Credit Card,2023-02-12 15:45:32,In Progress
3975,1326,1,2,Extra gravy,25.39,Interac Transfer,2023-09-29 23:14:23,In Progress
3976,1597,8,1,Extra gravy,23.63,Cash,2023-08-18 23:13:23,In Progress
3977,1288,22,1,Extra gravy,13.37,Credit Card,2023-05-25 04:25:41,In Progress
3978,1592,16,5,Extra mustard,6.61,Cash,2023-01-13 23:44:00,Cancelled
3979,1663,13,4,Spicy,10.03,Cash,2023-11-22 06:19:48,In Progress
3980,1572,3,5,Spicy,16.17,Credit Card,2023-09-04 01:50:56,In Progress
3981,1572,3,4,Spicy,28.9,Cash,2023-11-24 14:31:45,Completed
3982,1353,5,1,No powdered sugar,23.07,Cash,2023-11-16 08:30:02,Cancelled
3983,1027,11,1,Extra mustard,25.71,Cash,2023-05-10 23:32:28,In Progress
3984,1953,7,4,Extra gravy,11.93,Cash,2023-06-11 11:15:17,Cancelled
3985,1042,21,1,No powdered sugar,22.1,Cash,2023-01-26 05:20:07,Completed
3986,1680,10,1,Spicy,26.56,Credit Card,2023-11-20 20:22:23,Completed
3987,1422,10,2,None,16.99,Credit Card,2023-12-29 05:25:00,In Progress
3988,1597,20,5,No powdered sugar,15.75,Cash,2023-06-11 21:20:23,In Progress
3989,1176,2,5,No powdered sugar,22.99,Cash,2023-03-15 17:27:30,In Progress
3990,1528,3,5,Extra mustard,19.0,Cash,2023-01-25 23:03:58,In Progress
3991,1609,8,3,No powdered sugar,29.83,Interac Transfer,2023-07-01 08:31:48,Completed
3992,1965,11,2,Extra mustard,15.63,Cash,2023-03-30 09:10:09,Cancelled
3993,1493,13,5,None,9.4,Interac Transfer,2023-04-26 12:07:09,In Progress
3994,1197,7,5,Extra gravy,16.8,Interac Transfer,2023-09-07 08:45:25,Cancelled
3995,1609,13,2,Extra gravy,10.88,Interac Transfer,2023-06-18 03:47:17,In Progress
3996,1576,2,1,Spicy,19.03,Credit Card,2023-03-04 18:19:00,In Progress
3997,1841,6,5,Spicy,8.14,Interac Transfer,2023-04-06 08:59:06,Completed
3998,1852,9,1,None,28.75,Cash,2023-05-27 17:06:52,In Progress
3999,1516,20,5,Extra gravy,26.5,Cash,2023-01-21 04:51:56,In Progress
4000,1513,2,4,Spicy,8.89,Credit Card,2023-03-04 20:45:27,In Progress
4001,1021,18,3,No powdered sugar,9.31,Credit Card,2023-11-27 00:48:06,Completed
4002,1111,16,5,Extra mustard,17.81,Cash,2023-12-18 19:05:01,Cancelled
4003,1056,12,4,Spicy,24.32,Credit Card,2023-09-20 08:20:26,Completed
4004,1065,7,2,None,10.48,Credit Card,2023-11-21 03:19:15,In Progress
4005,1841,7,4,Extra gravy,6.52,Interac Transfer,2023-08-29 18:30:40,In Progress
4006,1097,17,2,None,18.64,Interac Transfer,2023-07-17 03:15:46,In Progress
4007,1143,13,5,Extra mustard,22.29,Credit Card,2023-08-29 21:48:15,Cancelled
4008,1879,11,2,Extra mustard,11.11,Cash,2023-07-27 00:03:48,Cancelled
4009,1434,6,4,None,23.49,Interac Transfer,2023-07-05 16:34:49,In Progress
4010,1636,14,3,Spicy,28.77,Cash,2023-08-17 12:02:02,In Progress
4011,1678,6,1,Spicy,8.43,Credit Card,2023-11-29 15:45:09,Cancelled
4012,1085,6,1,Extra gravy,17.78,Cash,2023-09-23 07:54:09,Completed
4013,1587,2,3,Extra gravy,6.42,Cash,2023-09-19 18:38:35,Completed
4014,1343,22,1,No powdered sugar,10.17,Cash,2023-04-22 07:36:51,Cancelled
4015,1935,20,5,No powdered sugar,7.25,Cash,2023-05-10 00:45:20,Cancelled
4016,1293,15,5,Extra gravy,15.1,Credit Card,2023-11-29 16:23:21,In Progress
